order_id,basket_value,channel,user_id
81,56.911171720504065,store,24
82,46.26641920572456,store,25
83,1.0,store,25
84,33.49872406700858,mobile,25
85,1.0,store,26
86,9.130168223444173,store,26
87,58.449717269632686,web,26
88,109.79132402029144,store,27
89,123.92909325786707,mobile,27
90,35.83702823910455,mobile,27
91,45.28250613192904,store,28
92,91.35408238051798,store,28
93,91.95198359060937,store,28
94,79.03388228404746,store,29
95,49.72043965148603,store,29
96,1.0,store,29
97,45.60375098212066,mobile,30
98,100.4048602203255,store,30
99,38.93372033743663,store,30
100,94.59316221528442,mobile,30
101,46.72765589975334,store,31
102,16.077908290195893,store,31
103,78.15604688565813,store,31
104,144.59197974292124,mobile,32
105,70.11102853951868,store,32
106,8.487983860557065,store,32
107,100.4763223229426,store,32
108,60.21015831282089,store,33
109,78.243374724018,store,33
110,95.1364031622435,web,33
111,1.0,store,33
112,72.51214957368474,store,33
113,1.0,store,34
114,64.76637296535542,web,34
115,24.275589645131177,store,34
116,13.45728353304429,web,34
117,136.790008484157,store,35
118,31.282210781545366,store,35
119,104.86951834729386,store,35
120,7.097069238606068,store,35
121,25.660144080203374,store,36
122,55.88010120491619,store,36
123,1.0,store,36
124,63.50804578363714,web,36
125,93.76580458149405,mobile,37
126,166.74141802080385,store,37
127,115.88900157762339,store,37
128,67.01491270513277,store,38
129,76.04217475550968,store,38
130,1.0,store,38
131,60.58200406100053,store,39
132,77.0469561578034,store,39
133,111.55357597825673,store,39
134,10.604023595395105,store,39
135,117.70275884943962,store,40
136,38.29723397600589,web,40
137,3.016586576920332,store,40
138,88.44745615440284,store,41
139,83.87264724386381,store,41
140,89.81357918674306,store,41
141,76.19226750018457,store,42
142,71.99867707872333,store,42
143,117.50788953865792,store,42
144,29.27103710906829,store,43
145,8.422184301838954,store,43
146,130.4389880042256,store,43
147,102.26757422370908,store,44
148,115.07881730863136,store,44
149,134.59784564149592,mobile,44
150,1.0,store,44
151,86.06355759775124,store,45
152,123.03797754665149,store,45
153,199.4876157983337,mobile,45
154,101.22903793502608,store,45
155,33.778026117210864,store,76
156,116.0077957723785,store,76
157,64.8854873033521,store,76
158,63.98656103383878,store,76
159,131.82620990600864,store,76
160,175.4155135349099,store,77
161,143.36277278531406,store,77
162,104.82807484936514,store,77
163,100.46079279980549,store,77
164,55.92133007966392,store,77
165,79.37139235967061,mobile,78
166,152.89232165441473,store,78
167,100.04688196138216,store,78
168,99.09292878985866,store,78
169,68.36415662396297,store,78
170,77.12030141035518,store,79
171,110.94646598936365,store,79
172,115.426242055415,store,79
173,58.538507497913756,store,79
174,4.875195125201913,store,79
175,93.19797833161674,store,80
176,24.571777424479002,store,80
177,1.0,store,80
178,58.53098430420572,store,80
179,85.74542167771453,store,80
180,169.46401879799333,store,81
181,135.14791674777854,store,81
182,128.7233072283325,store,81
183,2.7032010364553827,store,81
184,83.48911810331653,store,81
185,1.0,web,82
186,95.54360241856779,store,82
187,132.02203370898303,mobile,82
188,107.15321357253049,store,82
189,54.67753080232406,store,82
190,17.039751878985477,store,83
191,17.796378847083176,store,83
192,54.45907410416645,store,83
193,43.174095631107036,store,83
194,104.65797317665661,store,83
195,100.29919541299083,web,84
196,35.03301602750626,store,84
197,151.47134665038243,store,84
198,78.43375455818443,store,84
199,144.2496220141457,store,84
200,1.4276721302911,store,85
201,20.709228101197972,store,85
202,103.08089190183694,web,85
203,80.74364776779305,store,85
204,93.26573367849429,store,85
205,77.40992435769736,web,86
206,44.86970327893137,store,86
207,62.88784052960065,store,86
208,86.65748577606973,store,86
209,158.91413568877044,store,86
210,121.28112893004794,store,87
211,13.763589785572279,store,87
212,132.13528759459118,store,87
213,136.84060352869224,store,87
214,45.010520834580575,store,87
215,77.52271579245716,store,88
216,130.40421302317674,mobile,88
217,59.338918382105334,store,88
218,98.37708734715994,store,88
219,83.63609901238344,store,88
220,121.50483279427903,store,89
221,94.43472916930003,store,89
222,104.6936618618302,store,89
223,170.73132952522067,store,89
224,93.67495342461982,store,89
225,52.27421300253033,store,90
226,108.03393500280525,mobile,90
227,129.12477650393964,store,90
228,1.0,store,90
229,101.73596283663991,web,90
230,29.788014217192533,store,91
231,63.53114126532988,store,91
232,115.9065461565734,store,91
233,105.48832227480145,store,91
234,112.53356108984282,store,91
235,38.53620472801663,store,92
236,53.020667273131096,store,92
237,180.3757590545063,store,92
238,86.75677962840612,store,92
239,47.381172270673915,store,92
240,38.67585816044516,store,93
241,15.798258688620521,store,93
242,65.2026956623531,store,93
243,114.00316006225567,store,93
244,69.1647277696529,store,93
245,108.75555973867753,mobile,94
246,50.408448346055785,store,94
247,20.626670297213913,store,94
248,73.32017746098114,store,94
249,105.93590405037796,mobile,94
250,140.34602109380347,store,95
251,67.7690000591694,store,95
252,1.0,store,95
253,101.61583506134566,store,95
254,60.83985742996565,store,95
255,46.851283431546136,store,96
256,78.63400653240524,store,96
257,67.71585221631292,store,96
258,52.42388262278013,store,96
259,123.94186434360918,web,96
260,103.4586604799403,store,97
261,32.084291729548795,store,97
262,70.34544574581663,store,97
263,151.7979334674027,store,97
264,67.98602336060048,store,97
265,48.809717893031895,store,98
266,75.01876558948747,store,98
267,82.42778737150971,store,98
268,61.14428077866417,store,98
269,1.0,store,98
270,111.22967798111982,store,99
271,57.255347436195194,store,99
272,103.64070789622441,store,99
273,38.90610692231533,store,99
274,36.46150652909108,store,99
275,188.9616246501348,store,100
276,21.88289485838105,store,100
277,105.82561370797652,store,100
278,50.93098016223581,store,100
279,101.26132114574399,store,100
280,58.69780553819416,store,101
281,92.26412689994663,store,101
282,155.8557651589445,store,101
283,119.4001985702968,store,101
284,108.09509869197421,web,101
285,90.8735769847615,web,102
286,49.795948116724176,store,102
287,119.80785750077642,store,102
288,105.9210540700402,store,102
289,109.47087675627184,store,102
290,85.50767246688264,store,103
291,48.00354808583348,store,103
292,1.0,store,104
293,49.750691134440636,store,104
294,105.8141349794008,store,105
295,81.46708834642403,store,105
296,151.70725003438417,store,106
297,1.0,store,106
298,107.32793566651952,store,107
299,155.87469342289674,mobile,107
300,35.15347341628364,store,108
301,100.74315031765605,store,108
302,144.1755607029991,store,109
303,49.26461873568188,store,109
304,87.7600876048126,store,110
305,148.2119898033045,mobile,110
306,95.9945628109062,store,111
307,113.90641702735434,store,111
308,150.2897260354257,store,112
309,120.59867804214367,store,112
310,93.08768417472767,store,113
311,53.51817035241455,store,113
312,64.11831849481051,store,114
313,95.88039912550221,store,114
314,154.92020673225971,web,115
315,68.22952681384044,mobile,115
316,144.79180210446228,store,116
317,123.85883143786157,web,116
318,48.26857352876864,store,117
319,92.64067923610877,store,117
320,87.7691984225412,store,118
321,55.271210053272654,store,118
322,110.92233169958114,store,119
323,111.23292216232312,store,119
324,87.44789226383726,store,120
325,98.47247003937383,store,120
326,108.3090284513277,store,121
327,109.53032977464032,store,121
328,14.183637385706817,store,122
329,54.155872522554915,store,122
330,74.81898728593177,store,123
331,84.5719447490556,store,123
332,126.49132275337527,store,124
333,85.90823503606109,store,124
334,63.039390870068544,store,125
335,1.0,store,125
336,109.39954901382038,store,126
337,1.0,store,126
338,121.34257081351006,mobile,127
339,85.69859969155155,store,127
340,82.9946136950433,store,128
341,94.36612271435197,store,128
342,1.0,store,129
343,92.39285211314565,store,129
344,71.72663964264535,store,130
345,135.9660100955175,store,130
346,133.18301037566064,store,131
347,122.84235755658473,store,132
348,34.26124847186327,store,133
349,111.88747856219554,mobile,134
350,112.5721780737473,store,135
351,82.65250345448004,store,136
352,77.93602881514902,store,137
353,35.157333866902405,store,138
354,111.21879302917151,store,139
355,43.65750911850533,store,140
356,68.20860979981954,store,141
357,105.03221048908603,store,142
358,87.57198367217727,store,143
359,42.59357629184487,store,144
360,49.56611353799727,store,145
361,121.27095654756695,store,146
362,115.91479368965012,web,147
363,115.4083498059131,web,148
364,131.36291879740332,mobile,149
365,85.79041733088772,store,150
