customer_id,age,annual_spend,city,signup_channel,loyalty_score
127,-19.281636014160753,88804.74375727447,MIA,web,-0.015899552919454107
128,12.905104023631793,54611.694981876426,MIA,partner,-1.3098477692397357
129,12.443802702763328,33127.794177237745,MIA,partner,0.6811033366026227
130,35.52323570859254,35990.502230110105,MIA,retail,-0.1935752912633728
131,28.895950881211775,41116.10478916837,MIA,partner,-0.2584766307032582
132,44.73283165559063,42924.99880876779,MIA,partner,-0.6541608269340108
133,20.10136724880362,67950.98668236932,MIA,web,-1.4684750596872909
134,-13.894289522603287,-10611.411173166656,MIA,partner,-1.2319335866529424
135,10.485622262059678,35370.78268319706,MIA,partner,0.6474915998453863
136,40.79058161422236,17422.049652250702,MIA,web,0.030682478155082515
137,19.121278269192025,41208.88742374383,MIA,partner,0.5721140949202541
138,10.628039037861171,63650.70901725541,CHI,web,-0.6179900475849415
139,51.274647116684775,27470.29745678757,MIA,partner,-0.7779762872030082
140,3.6376838356435925,-5474.516196386612,DAL,retail,-0.12306909527146603
141,-2.15040557251789,28111.907896639947,CHI,partner,0.6619641527829482
142,36.15903099870617,20244.199218256916,MIA,partner,0.10513769498729347
143,29.153468280372522,15893.336232830756,CHI,web,0.3989284948816309
144,-11.536892193756188,31995.43238779381,MIA,partner,-0.4125724453655647
145,62.49691152618149,-1756.9236590500223,MIA,partner,-0.24044923492492243
146,37.27223259506694,95993.5629756199,MIA,partner,-0.4305796872367107
147,39.44787470251546,41006.07868266411,MIA,retail,0.036366739415839344
148,1.3910265237697743,27430.681137133757,SEA,partner,-0.03961602635188832
149,17.838258884136955,86115.74778522624,MIA,partner,-0.10932469286584767
150,-5.507915608484865,14085.13615562518,CHI,web,0.17562681401603547
151,0.8699065616117494,40195.72065852501,DAL,partner,0.3177024571584738
152,21.944301285444737,39293.34007509494,MIA,partner,-1.2878394283857952
153,42.83060088226638,23457.982330661715,CHI,partner,-1.1446714186653968
154,32.037186972273396,40198.24095583297,MIA,partner,0.13095142257773246
155,74.93459825065223,9311.758281289047,MIA,partner,-1.83060731914165
156,18.375802313518108,40280.23758762315,MIA,partner,-0.6871227477948206
157,26.429678376962162,34852.30262761298,MIA,retail,0.015790635306123568
158,39.13985708589835,30264.14939277178,MIA,retail,-0.4445658818699951
159,17.32793561218517,52124.11772871539,MIA,partner,0.15317634936753338
160,19.061426995693473,43127.708803494934,MIA,retail,-0.7213443564056895
161,46.43947432116868,18478.55973323385,MIA,partner,-0.05704494346159772
162,-11.03581440457458,36239.25430610324,MIA,partner,-0.3920124438010991
163,43.429866015329026,49501.24626807614,MIA,retail,-0.5748398467848231
164,33.5123384278993,64659.63784186192,MIA,retail,-0.18819902344747286
165,48.04632367057909,60524.200484895686,MIA,partner,-0.11041585169481738
166,5.982441253745598,41649.202025602084,MIA,retail,-1.1679918200077917
167,14.756743234626082,54085.12555157852,MIA,partner,0.5465436943646313
168,64.19340971853718,27666.20844675939,MIA,web,0.18729667432540897
169,7.438681705733423,47325.09501396436,CHI,partner,0.18739363929724073
170,-4.294008570599523,58762.3115501713,MIA,partner,-0.3948313844826925
171,5.494087586353771,54549.362983703606,MIA,partner,0.31710958442099824
172,-12.411859485140297,47765.266931844744,SEA,partner,0.7419517162763443
173,38.47316509636171,68965.6754100367,MIA,retail,-0.2559127555725784
174,13.93425527253611,63147.27283550482,MIA,partner,-0.1184049877646548
175,8.059752408611423,17023.473058146636,MIA,partner,-0.18787989309252984
176,-7.36910945573441,102577.24630849366,MIA,partner,-0.14948348105434373
177,17.002015457596883,55073.77048339331,MIA,partner,-0.6047697699755691
178,-0.6908724458980444,100566.53463523409,MIA,retail,-0.9884848075089171
179,49.2940358896948,53864.8520084894,MIA,retail,-0.792254894526057
180,-0.43762739655773686,22391.177260988596,CHI,web,-0.18994548802678757
181,41.59019522768988,-1410.213370292986,MIA,partner,-0.9094698377056297
182,29.848257913787947,13200.122250596374,MIA,partner,0.21018054476687065
183,52.14804188940105,9502.876901476127,MIA,partner,-0.7939420205366868
184,-7.951599202037443,40394.286023423214,MIA,partner,-0.5413227337664314
185,31.33239246741162,41997.560201079556,MIA,partner,0.534147772694562
186,42.66710564304378,38056.86156058745,MIA,partner,-0.21785204351738752
187,7.210043658925933,82986.98620491693,SEA,partner,-0.15879993008969095
188,2.100917298837601,37969.06063519718,DAL,partner,0.819665082687494
189,34.7621041008806,31678.34238685775,MIA,retail,-1.3083227902623764
190,8.078015139647874,28135.913230236707,MIA,partner,0.1151745308249385
191,25.438378776230785,42619.82994096981,MIA,partner,-0.5011478392035681
192,38.44958194102468,-18078.115364961915,MIA,partner,-0.03119208681617258
193,26.47361006366534,29490.794986116758,MIA,partner,-0.010607667843099744
194,-12.296240101183841,52144.02554084419,MIA,partner,0.0010343326159963917
195,-37.68222619351363,89081.41478453882,MIA,partner,-0.13760830233187316
196,23.340849965564825,31782.7399502068,MIA,retail,0.5345681478202442
197,-30.60233112867771,98972.07968629498,MIA,retail,-0.33552152180340344
198,4.056040295754194,104979.9539002087,MIA,partner,0.4697172045457103
199,-35.10467719965935,93567.2251053327,MIA,web,-0.16983594996516627
200,28.23715509949899,32599.412306566053,MIA,partner,0.18709780871775605
